Stunde_im_Auswertezeitraum;Datum;Uhrzeit;Aussentemperatur_C;Windgeschwindigkeit_m_s;Windrichtung_Grad;Schedule_AN_1_Mittel;Schedule_AN_2_Mittel;Schedule_AN_3_Mittel;Schedule_AB_1_Mittel;Schedule_AB_2_Mittel;Schedule_AB_3_Mittel;Heizlast_AFN_E+_W;Volumenstrom_AFN_E+_m3_s;Luftwechsel_AFN_E+_1_h;Zonentemperatur_AFN_E+_C;Heizlast_WSOA_W;Volumenstrom_WSOA_m3_s;Luftwechsel_WSOA_1_h;Zonentemperatur_WSOA_C;Heizlast_DFR_DEFAULT_W;Volumenstrom_DFR_DEFAULT_m3_s;Luftwechsel_DFR_DEFAULT_1_h;Zonentemperatur_DFR_DEFAULT_C;Heizlast_DFR_BLAST_W;Volumenstrom_DFR_BLAST_m3_s;Luftwechsel_DFR_BLAST_1_h;Zonentemperatur_DFR_BLAST_C;Heizlast_DFR_DOE-2_W;Volumenstrom_DFR_DOE-2_m3_s;Luftwechsel_DFR_DOE-2_1_h;Zonentemperatur_DFR_DOE-2_C
2048;27.03.;07:00;0,03;3,11;170,0;0,1097;0,0461;0,0000;0,0000;0,0000;0,0000;13811,7;0,410878;0,13696;17,000;6855,0;0,075699;0,02523;17,000;14263,1;0,459717;0,15324;17,000;18434,3;0,675828;0,22528;17,000;11783,5;0,331580;0,11053;17,000
2049;27.03.;08:00;3,63;4,11;170,0;0,0000;0,1065;0,0000;0,0000;0,0000;0,0000;8562,2;0,271766;0,09059;17,000;5256,0;0,074711;0,02490;17,000;9314,8;0,334184;0,11139;17,000;11524,4;0,475360;0,15845;17,000;8699,8;0,295009;0,09834;17,000
2050;27.03.;09:00;7,18;4,60;170,0;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;2413,1;0,043724;0,01457;17,000;2721,5;0,073770;0,02459;17,000;2724,4;0,073781;0,02459;17,000;2726,5;0,073779;0,02459;17,000;2725,8;0,073779;0,02459;17,000
2051;27.03.;10:00;9,51;5,41;205,6;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;358,4;0,075172;0,02506;17,000;417,2;0,073171;0,02439;17,003;418,9;0,073181;0,02439;17,003;420,2;0,073179;0,02439;17,003;419,7;0,073179;0,02439;17,003
2052;27.03.;11:00;9,80;7,78;245,1;0,0000;0,0381;0,0000;0,0000;0,0000;0,0421;2238,7;0,410639;0,13688;17,008;10572,2;1,348700;0,44957;17,053;1150,0;0,264014;0,08800;17,047;2548,9;0,426416;0,14214;17,046;2550,2;0,426605;0,14220;17,047
2053;27.03.;12:00;8,99;9,30;244,9;0,0597;0,1145;0,0573;0,1527;0,0000;0,1105;22013,6;2,400731;0,80024;17,000;70279,9;7,601824;2,53394;17,000;10688,4;1,252136;0,41738;17,000;20910,0;2,338323;0,77944;17,000;21116,4;2,360668;0,78689;17,000
2054;27.03.;13:00;9,52;7,98;224,8;0,0929;0,0000;0,1415;0,0645;0,0541;0,0000;10821,9;1,263002;0,42100;17,000;50299,9;5,581494;1,86050;17,000;7561,0;0,913254;0,30442;17,000;13436,2;1,571273;0,52376;17,000;12895,1;1,508222;0,50274;17,000
2055;27.03.;14:00;11,11;8,28;230,3;0,0000;0,0000;0,1065;0,0881;0,0985;0,0000;5252,1;0,857318;0,28577;17,000;16354,2;2,475836;0,82528;17,015;4800,3;0,767251;0,25575;17,015;8118,7;1,236708;0,41224;17,015;7786,3;1,191145;0,39705;17,015
2056;27.03.;15:00;11,29;7,41;224,6;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0;0,141998;0,04733;17,069;0,0;0,072747;0,02425;17,138;0,0;0,072652;0,02422;17,138;0,0;0,072701;0,02423;17,138;0,0;0,072700;0,02423;17,138
2057;27.03.;16:00;11,00;4,85;205,1;0,0000;0,0389;0,0000;0,0000;0,0493;0,0381;9134,7;0,438366;0,14612;17,005;8523,6;0,399029;0,13301;17,008;8352,8;0,372029;0,12401;17,008;9049,6;0,473063;0,15769;17,008;8307,9;0,365542;0,12185;17,008
2058;27.03.;17:00;10,95;4,09;199,8;0,0000;0,1137;0,0000;0,0000;0,1033;0,1145;13404,0;0,988370;0,32946;17,000;10912,8;0,667766;0,22259;17,000;12262,0;0,858422;0,28614;17,000;13770,0;1,073059;0,35769;17,000;11413,5;0,738450;0,24615;17,000
2059;27.03.;18:00;10,14;2,84;200,2;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;6692,6;0,033426;0,01114;17,000;6930,4;0,073000;0,02433;17,000;6934,4;0,072938;0,02431;17,000;6935,8;0,072973;0,02432;17,000;6935,3;0,072968;0,02432;17,000
2060;27.03.;19:00;8,08;2,10;194,8;0,0000;0,0000;0,0000;0,0000;0,0000;0,0365;8094,4;0,097868;0,03262;17,000;7664,2;0,074277;0,02476;17,000;8688,6;0,161333;0,05378;17,000;8900,5;0,179379;0,05979;17,000;8110,8;0,112001;0,03733;17,000
2061;27.03.;20:00;6,39;2,61;164,8;0,0000;0,0000;0,0000;0,0685;0,0365;0,1161;13636,0;0,456770;0,15226;17,000;18909,2;0,900607;0,30020;17,000;15233,3;0,606903;0,20230;17,000;17174,7;0,763652;0,25455;17,000;12386,9;0,376691;0,12556;17,000
2062;27.03.;21:00;5,69;2,29;170,3;0,0000;0,0000;0,0000;0,0841;0,1161;0,0000;14340,4;0,427480;0,14249;17,000;17298,8;0,684939;0,22831;17,000;15779,0;0,557689;0,18590;17,000;17572,3;0,696206;0,23207;17,000;12721,1;0,323804;0,10793;17,000
2063;27.03.;22:00;4,44;2,31;169,7;0,0000;0,0000;0,0000;0,0589;0,1360;0,0000;16106,9;0,444225;0,14807;17,000;19933,6;0,709068;0,23636;17,000;17293,2;0,548065;0,18269;17,000;19773,0;0,713850;0,23795;17,000;14004,7;0,324530;0,10818;17,000
2064;27.03.;23:00;3,60;2,03;195,8;0,0000;0,0000;0,0000;0,0937;0,1693;0,0000;19560,3;0,599982;0,19999;17,000;18116,9;0,538413;0,17947;17,000;20871,1;0,715250;0,23842;17,000;24154,5;0,926650;0,30888;17,000;15378,0;0,361815;0,12060;17,000
2065;28.03.;00:00;2,58;0,75;234,9;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;10961,3;0,037083;0,01236;17,000;11534,4;0,075072;0,02502;17,000;11536,8;0,075046;0,02502;17,000;11537,9;0,075059;0,02502;17,000;11537,5;0,075059;0,02502;17,000
2066;28.03.;01:00;1,50;1,01;219,8;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;11806,0;0,039310;0,01310;17,000;12387,8;0,075405;0,02514;17,000;12390,0;0,075380;0,02513;17,000;12391,0;0,075393;0,02513;17,000;12390,7;0,075393;0,02513;17,000
2067;28.03.;02:00;1,30;1,80;204,9;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;12618,9;0,040607;0,01354;17,000;13186,3;0,075454;0,02515;17,000;13188,4;0,075429;0,02514;17,000;13189,4;0,075442;0,02515;17,000;13189,0;0,075442;0,02515;17,000
2068;28.03.;03:00;0,64;2,10;205,1;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;13165,8;0,042802;0,01427;17,000;13716,4;0,075655;0,02522;17,000;13718,3;0,075631;0,02521;17,000;13719,3;0,075644;0,02521;17,000;13718,9;0,075644;0,02521;17,000
2069;28.03.;04:00;0,20;2,35;199,8;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;13532,6;0,043717;0,01457;17,000;14082,3;0,075808;0,02527;17,000;14084,2;0,075784;0,02526;17,000;14085,0;0,075797;0,02527;17,000;14084,7;0,075796;0,02527;17,000
2070;28.03.;05:00;0,35;2,35;195,1;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;13787,3;0,042697;0,01423;17,000;14354,0;0,075765;0,02526;17,000;14355,8;0,075742;0,02525;17,000;14356,6;0,075754;0,02525;17,000;14356,3;0,075754;0,02525;17,000
2071;28.03.;06:00;0,40;1,79;189,8;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;13966,9;0,041582;0,01386;17,000;14555,8;0,075744;0,02525;17,000;14557,5;0,075722;0,02524;17,000;14558,3;0,075733;0,02524;17,000;14558,0;0,075733;0,02524;17,000
2072;28.03.;07:00;2,59;1,80;205,4;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;13714,2;0,039491;0,01316;17,000;14257,2;0,075071;0,02502;17,000;14258,7;0,075049;0,02502;17,000;14259,5;0,075060;0,02502;17,000;14259,2;0,075060;0,02502;17,000
2073;28.03.;08:00;7,90;3,63;219,8;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;12278,8;0,058220;0,01941;17,000;12435,6;0,073549;0,02452;17,000;12437,1;0,073528;0,02451;17,000;12437,8;0,073539;0,02451;17,000;12437,6;0,073539;0,02451;17,000
2074;28.03.;09:00;12,32;4,34;184,6;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;9442,2;0,041474;0,01382;17,000;9582,7;0,072369;0,02412;17,000;9584,1;0,072349;0,02412;17,000;9584,8;0,072359;0,02412;17,000;9584,5;0,072359;0,02412;17,000
2075;28.03.;10:00;14,92;3,85;170,2;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;6665,2;0,027969;0,00932;17,000;6752,3;0,071693;0,02390;17,000;6753,5;0,071674;0,02389;17,000;6754,2;0,071684;0,02389;17,000;6753,9;0,071684;0,02389;17,000
2076;28.03.;11:00;17,62;3,85;210,5;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;4377,8;0,046923;0,01564;17,000;4362,4;0,071060;0,02369;17,000;4363,4;0,071042;0,02368;17,000;4364,0;0,071051;0,02368;17,000;4363,8;0,071051;0,02368;17,000
2077;28.03.;12:00;18,90;5,18;245,1;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;2400,2;0,095488;0,03183;17,000;2441,2;0,070770;0,02359;17,000;2442,2;0,070751;0,02358;17,000;2442,7;0,070761;0,02359;17,000;2442,5;0,070761;0,02359;17,000
2078;28.03.;13:00;18,80;6,45;260,2;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1107,2;0,131720;0,04391;17,000;1221,2;0,070766;0,02359;17,000;1222,1;0,070748;0,02358;17,000;1222,5;0,070757;0,02359;17,000;1222,4;0,070757;0,02359;17,000
2079;28.03.;14:00;18,70;6,71;270,0;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;674,8;0,142504;0,04750;17,000;802,6;0,070772;0,02359;17,000;803,5;0,070755;0,02358;17,000;803,9;0,070764;0,02359;17,000;803,7;0,070764;0,02359;17,000
2080;28.03.;15:00;17,58;6,69;275,1;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;787,7;0,140414;0,04680;17,000;830,3;0,071044;0,02368;17,000;831,0;0,071027;0,02368;17,000;831,4;0,071036;0,02368;17,000;831,3;0,071036;0,02368;17,000
2081;28.03.;16:00;14,82;6,20;280,0;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1446,6;0,125772;0,04192;17,000;1299,7;0,071732;0,02391;17,000;1300,4;0,071715;0,02391;17,000;1300,8;0,071724;0,02391;17,000;1300,7;0,071724;0,02391;17,000
2082;28.03.;17:00;11,37;6,20;295,2;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;2437,5;0,120892;0,04030;17,000;2103,7;0,072608;0,02420;17,000;2104,5;0,072591;0,02420;17,000;2104,9;0,072600;0,02420;17,000;2104,7;0,072599;0,02420;17,000
2083;28.03.;18:00;9,14;5,64;310,0;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;3650,1;0,102200;0,03407;17,000;3355,7;0,073197;0,02440;17,000;3356,6;0,073181;0,02439;17,000;3357,0;0,073190;0,02440;17,000;3356,8;0,073189;0,02440;17,000
2084;28.03.;19:00;8,19;5,10;304,9;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;4923,9;0,091967;0,03066;17,000;4697,8;0,073456;0,02449;17,000;4698,7;0,073440;0,02448;17,000;4699,1;0,073449;0,02448;17,000;4699,0;0,073449;0,02448;17,000
2085;28.03.;20:00;6,94;4,85;305,1;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;6117,0;0,086443;0,02881;17,000;5928,2;0,073806;0,02460;17,000;5929,1;0,073790;0,02460;17,000;5929,5;0,073798;0,02460;17,000;5929,4;0,073798;0,02460;17,000
2086;28.03.;21:00;5,85;3,33;320,2;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;6733,7;0,054446;0,01815;17,000;6955,1;0,074097;0,02470;17,000;6955,9;0,074081;0,02469;17,000;6956,3;0,074089;0,02470;17,000;6956,2;0,074089;0,02470;17,000
2087;28.03.;22:00;5,24;1,54;319,8;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;7195,4;0,034376;0,01146;17,000;7713,6;0,074252;0,02475;17,000;7714,4;0,074237;0,02475;17,000;7714,8;0,074245;0,02475;17,000;7714,7;0,074245;0,02475;17,000
2088;28.03.;23:00;4,75;1,00;304,9;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;7798,6;0,033466;0,01116;17,000;8353,3;0,074400;0,02480;17,000;8354,1;0,074386;0,02480;17,000;8354,5;0,074393;0,02480;17,000;8354,3;0,074393;0,02480;17,000
2089;29.03.;00:00;4,45;1,56;239,0;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;8395,9;0,035131;0,01171;17,000;8939,5;0,074484;0,02483;17,000;8940,3;0,074469;0,02482;17,000;8940,7;0,074477;0,02483;17,000;8940,5;0,074477;0,02483;17,000
2090;29.03.;01:00;4,35;3,37;180,0;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;8799,4;0,035433;0,01181;17,000;9342,9;0,074495;0,02483;17,000;9343,6;0,074481;0,02483;17,000;9344,0;0,074488;0,02483;17,000;9343,8;0,074488;0,02483;17,000
2091;29.03.;02:00;4,30;4,09;210,5;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;9424,2;0,056437;0,01881;17,000;9646,1;0,074509;0,02484;17,000;9646,8;0,074495;0,02483;17,000;9647,2;0,074502;0,02483;17,000;9647,1;0,074502;0,02483;17,000
2092;29.03.;03:00;3,79;4,67;229,8;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;10143,2;0,081017;0,02701;17,000;9977,6;0,074683;0,02489;17,000;9978,3;0,074669;0,02489;17,000;9978,6;0,074676;0,02489;17,000;9978,5;0,074676;0,02489;17,000
2093;29.03.;04:00;3,15;5,70;220,0;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;10887,1;0,099925;0,03331;17,000;10398,2;0,074886;0,02496;17,000;10398,9;0,074873;0,02496;17,000;10399,2;0,074880;0,02496;17,000;10399,1;0,074880;0,02496;17,000
2094;29.03.;05:00;2,80;4,89;214,9;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;10962,4;0,080957;0,02699;17,000;10790,3;0,074970;0,02499;17,000;10790,9;0,074957;0,02499;17,000;10791,2;0,074963;0,02499;17,000;10791,1;0,074963;0,02499;17,000
2095;29.03.;06:00;2,90;3,59;210,0;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;10852,2;0,057342;0,01911;17,000;11085,7;0,074934;0,02498;17,000;11086,2;0,074922;0,02497;17,000;11086,5;0,074928;0,02498;17,000;11086,4;0,074928;0,02498;17,000
2096;29.03.;07:00;3,30;3,35;204,9;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;10944,0;0,050196;0,01673;17,000;11290,1;0,074827;0,02494;17,000;11290,7;0,074815;0,02494;17,000;11290,9;0,074821;0,02494;17,000;11290,8;0,074821;0,02494;17,000
2097;29.03.;08:00;3,55;4,92;200,0;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;11018,2;0,064528;0,02151;17,000;11124,1;0,074752;0,02492;17,000;11124,6;0,074741;0,02491;17,000;11124,9;0,074747;0,02492;17,000;11124,8;0,074747;0,02492;17,000
2098;29.03.;09:00;3,85;5,95;200,0;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;10858,4;0,078855;0,02628;17,000;10732,5;0,074668;0,02489;17,000;10733,0;0,074656;0,02489;17,000;10733,3;0,074662;0,02489;17,000;10733,2;0,074662;0,02489;17,000
2099;29.03.;10:00;4,56;5,39;194,9;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;10489,7;0,060806;0,02027;17,000;10640,7;0,074458;0,02482;17,000;10641,2;0,074447;0,02482;17,000;10641,4;0,074453;0,02482;17,000;10641,4;0,074453;0,02482;17,000
2100;29.03.;11:00;6,63;5,10;195,1;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;9822,9;0,056276;0,01876;17,000;10010,7;0,073855;0,02462;17,000;10011,2;0,073844;0,02461;17,000;10011,4;0,073850;0,02462;17,000;10011,3;0,073850;0,02462;17,000
2101;29.03.;12:00;8,35;5,66;220,3;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;8415,9;0,097349;0,03245;17,000;8144,8;0,073449;0,02448;17,000;8145,2;0,073439;0,02448;17,000;8145,4;0,073444;0,02448;17,000;8145,3;0,073444;0,02448;17,000
2102;29.03.;13:00;9,36;5,39;255,2;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;7248,6;0,104482;0,03483;17,000;6938,5;0,073260;0,02442;17,000;6938,9;0,073250;0,02442;17,000;6939,1;0,073255;0,02442;17,000;6939,1;0,073255;0,02442;17,000
2103;29.03.;14:00;10,61;4,60;270,0;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;6123,1;0,088875;0,02963;17,000;5986,8;0,072971;0,02432;17,000;5987,2;0,072961;0,02432;17,000;5987,3;0,072966;0,02432;17,000;5987,3;0,072966;0,02432;17,000
2104;29.03.;15:00;10,85;5,16;249,7;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;5432,6;0,097118;0,03237;17,000;5241,3;0,072937;0,02431;17,000;5241,7;0,072927;0,02431;17,000;5241,9;0,072932;0,02431;17,000;5241,8;0,072932;0,02431;17,000
2105;29.03.;16:00;10,34;5,39;214,8;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;5186,8;0,088127;0,02938;17,000;5053,8;0,073045;0,02435;17,000;5054,1;0,073035;0,02435;17,000;5054,3;0,073040;0,02435;17,000;5054,2;0,073040;0,02435;17,000
2106;29.03.;17:00;10,15;4,34;205,1;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;5211,4;0,059962;0,01999;17,000;5299,6;0,073069;0,02436;17,000;5299,9;0,073060;0,02435;17,000;5300,1;0,073065;0,02435;17,000;5300,0;0,073065;0,02435;17,000
2107;29.03.;18:00;9,94;3,85;235,4;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;5738,0;0,064710;0,02157;17,000;5788,4;0,073148;0,02438;17,000;5788,7;0,073139;0,02438;17,000;5788,8;0,073143;0,02438;17,000;5788,8;0,073143;0,02438;17,000
2108;29.03.;19:00;7,57;3,59;219,3;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;6482,8;0,054596;0,01820;17,000;6686,0;0,073743;0,02458;17,000;6686,3;0,073734;0,02458;17,000;6686,4;0,073738;0,02458;17,000;6686,4;0,073738;0,02458;17,000
2109;29.03.;20:00;5,35;3,86;190,2;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;7378,7;0,042901;0,01430;17,000;7772,3;0,074298;0,02477;17,000;7772,6;0,074289;0,02476;17,000;7772,7;0,074294;0,02476;17,000;7772,7;0,074294;0,02476;17,000
2110;29.03.;21:00;5,10;3,84;194,9;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;8336,4;0,046510;0,01550;17,000;8688,4;0,074389;0,02480;17,000;8688,7;0,074381;0,02479;17,000;8688,9;0,074385;0,02480;17,000;8688,8;0,074385;0,02479;17,000
2111;29.03.;22:00;4,08;2,59;179,8;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;8909,7;0,036261;0,01209;17,000;9453,0;0,074673;0,02489;17,000;9453,3;0,074665;0,02489;17,000;9453,5;0,074669;0,02489;17,000;9453,4;0,074669;0,02489;17,000
2112;29.03.;23:00;3,56;2,86;175,1;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;9589,6;0,037252;0,01242;17,000;10140,4;0,074804;0,02493;17,000;10140,6;0,074795;0,02493;17,000;10140,8;0,074800;0,02493;17,000;10140,7;0,074800;0,02493;17,000
2113;30.03.;00:00;3,85;3,35;180,0;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;10135,0;0,036707;0,01224;17,000;10682,1;0,074716;0,02491;17,000;10682,4;0,074708;0,02490;17,000;10682,5;0,074712;0,02490;17,000;10682,5;0,074712;0,02490;17,000
2114;30.03.;01:00;4,11;2,59;190,2;0,0693;0,0621;0,0557;0,0000;0,0000;0,0000;16512,1;0,426129;0,14204;17,000;17671,7;0,525352;0,17512;17,000;17750,1;0,529743;0,17658;17,000;20163,9;0,692200;0,23073;17,000;14620,4;0,318604;0,10620;17,000
2115;30.03.;02:00;4,81;2,86;210,2;0,2027;0,1583;0,0969;0,0000;0,0000;0,0000;24727,6;0,990369;0,33012;17,000;41522,1;2,231708;0,74390;17,000;26856,2;1,185119;0,39504;17,000;32215,2;1,564147;0,52138;17,000;19704,7;0,681747;0,22725;17,000
2116;30.03.;03:00;4,80;6,75;235,2;0,0333;0,0849;0,0000;0,0000;0,0000;0,0000;15574,5;0,375969;0,12532;17,000;27342,6;1,249795;0,41660;17,000;15109,8;0,360960;0,12032;17,000;17004,8;0,498647;0,16622;17,000;14464,5;0,314063;0,10469;17,000
2117;30.03.;04:00;4,40;8,48;244,9;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;12876,4;0,181835;0,06061;17,000;11197,1;0,074542;0,02485;17,000;11197,4;0,074550;0,02485;17,000;11197,5;0,074548;0,02485;17,000;11197,4;0,074558;0,02485;17,000
2118;30.03.;05:00;4,35;7,20;245,1;0,0000;0,0000;0,0000;0,0000;0,0000;0,0549;14061,5;0,255938;0,08531;17,000;11246,3;0,074585;0,02486;17,000;13189,0;0,208086;0,06936;17,000;14850,9;0,322272;0,10742;17,000;14163,2;0,275055;0,09168;17,000
2119;30.03.;06:00;4,35;7,20;250,0;0,0000;0,0000;0,0397;0,0000;0,0000;0,0977;16873,6;0,436089;0,14536;17,000;27397,8;1,175968;0,39199;17,000;16176,6;0,408752;0,13625;17,000;20341,0;0,694676;0,23156;17,000;18616,6;0,576341;0,19211;17,000
2120;30.03.;07:00;4,20;7,96;250,0;0,0000;0,0349;0,1129;0,0000;0,0485;0,0000;20255,4;1,252501;0,41750;17,000;71007,7;4,742731;1,58091;17,000;9025,7;0,552557;0,18419;17,000;15912,3;1,018183;0,33939;17,000;14076,0;0,894060;0,29802;17,000
2121;30.03.;08:00;3,69;8,45;250,0;0,0000;0,1177;0,0000;0,0000;0,1041;0,0000;18268,4;1,094003;0,36467;17,000;60779,8;3,878169;1,29272;17,000;10211,1;0,615647;0,20522;17,000;18651,4;1,164376;0,38813;17,000;16503,6;1,024960;0,34165;17,000
2122;30.03.;09:00;3,60;8,45;250,0;0,0000;0,0000;0,1527;0,0000;0,0000;0,0000;9250,0;0,539192;0,17973;17,000;78719,4;5,071399;1,69047;17,000;7406,7;0,447035;0,14901;17,000;13269,6;0,827309;0,27577;17,000;11818,5;0,733404;0,24447;17,000
2123;30.03.;10:00;4,10;9,77;250,0;0,0493;0,0000;0,0000;0,0000;0,0000;0,0000;5622,2;0,352046;0,11735;17,000;29950,1;2,012972;0,67099;17,000;3034,3;0,194803;0,06493;17,000;5149,0;0,337701;0,11257;17,000;5037,4;0,330211;0,11007;17,000
2124;30.03.;11:00;5,32;12,38;250,0;0,1033;0,0653;0,0000;0,0000;0,0405;0,0000;14287,6;1,063482;0,35449;17,000;107997,1;7,957482;2,65249;17,000;7439,3;0,581366;0,19379;17,000;16910,7;1,286872;0,42896;17,000;18251,8;1,388413;0,46280;17,000
2125;30.03.;12:00;6,66;13,09;255,1;0,0000;0,0873;0,0333;0,0429;0,1121;0,0565;14355,2;1,248716;0,41624;17,000;77071,6;6,474040;2,15801;17,013;9265,3;0,875315;0,29177;17,000;22755,3;2,005480;0,66849;17,000;25708,6;2,252624;0,75087;17,000
2126;30.03.;13:00;6,75;9,45;254,9;0,0000;0,0000;0,1193;0,1097;0,0000;0,0961;17584,5;1,595299;0,53177;17,001;47380,4;4,129655;1,37655;17,005;8420,2;0,857875;0,28596;17,005;17807,3;1,651693;0,55056;17,005;17368,6;1,615720;0,53857;17,005
2127;30.03.;14:00;7,01;7,72;255,1;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0;0,165438;0,05515;17,053;0,0;0,073880;0,02463;17,146;0,0;0,073957;0,02465;17,144;0,0;0,073907;0,02464;17,144;0,0;0,073906;0,02464;17,144
2128;30.03.;15:00;8,06;9,51;260,0;0,0000;0,0000;0,0000;0,0000;0,0000;0,0469;334,9;0,294809;0,09827;17,058;0,0;0,073652;0,02455;17,257;0,0;0,186284;0,06209;17,196;785,0;0,300138;0,10005;17,182;816,1;0,306015;0,10201;17,181
2129;30.03.;16:00;8,24;8,98;254,9;0,0000;0,0000;0,0693;0,0000;0,0000;0,1057;14893,1;0,837059;0,27902;17,000;31583,9;2,652104;0,88403;17,018;10565,0;0,493319;0,16444;17,003;14684,9;0,880377;0,29346;17,000;14612,0;0,871429;0,29048;17,000
2130;30.03.;17:00;7,54;6,38;244,9;0,0000;0,0000;0,0833;0,0000;0,0685;0,0000;10808,9;0,390825;0,13028;17,000;32069,2;2,454397;0,81813;17,000;10991,5;0,438506;0,14617;17,000;13804,7;0,701122;0,23371;17,000;12860,4;0,612981;0,20433;17,000
2131;30.03.;18:00;6,79;3,58;224,8;0,0677;0,0000;0,0000;0,0000;0,1407;0,0000;13292,4;0,520432;0,17348;17,000;15641,9;0,756524;0,25217;17,000;13565,3;0,575734;0,19191;17,000;15998,2;0,785501;0,26183;17,000;12669,3;0,499106;0,16637;17,000
2132;30.03.;19:00;5,99;4,18;220,2;0,0849;0,0000;0,0000;0,0000;0,0961;0,0000;13324,6;0,427396;0,14247;17,000;13593,6;0,480616;0,16021;17,000;14045,8;0,510762;0,17025;17,000;15759,4;0,648263;0,21609;17,000;11922,7;0,337725;0,11257;17,000
2133;30.03.;20:00;4,89;6,45;230,0;0,0000;0,0000;0,0000;0,0381;0,0509;0,0597;14760,5;0,411462;0,13715;17,000;9609,0;0,074199;0,02473;17,000;14775,0;0,434466;0,14482;17,000;18759,6;0,713297;0,23777;17,000;16660,7;0,565984;0,18866;17,000
2134;30.03.;21:00;4,05;5,38;209,7;0,0000;0,0000;0,0000;0,1145;0,1017;0,0929;20333,7;0,710414;0,23680;17,000;10307,2;0,074350;0,02478;17,000;21496,1;0,824256;0,27475;17,000;29212,1;1,342498;0,44750;17,000;23376,9;0,950451;0,31682;17,000
2135;30.03.;22:00;4,00;4,61;184,9;0,0000;0,0000;0,0000;0,0445;0,0000;0,0000;11625,7;0,130626;0,04354;17,000;10654,0;0,076111;0,02537;17,000;12258,2;0,182399;0,06080;17,000;13249,4;0,248706;0,08290;17,000;12295,0;0,184553;0,06152;17,000
2136;30.03.;23:00;4,46;5,66;190,2;0,0000;0,0000;0,0000;0,1081;0,0000;0,1027;16855,3;0,474785;0,15826;17,000;10733,7;0,074177;0,02473;17,000;18104,1;0,584543;0,19485;17,000;23155,5;0,935408;0,31180;17,000;19491,7;0,681001;0,22700;17,000
2137;31.03.;00:00;5,16;5,64;210,2;0,0469;0,0000;0,0000;0,0000;0,0000;0,0500;13746,0;0,281737;0,09391;17,000;17899,1;0,610266;0,20342;17,000;13917,8;0,308268;0,10276;17,000;16092,4;0,466371;0,15546;17,000;14586,9;0,356347;0,11878;17,000
