Stunde_im_Auswertezeitraum;Datum;Uhrzeit;Aussentemperatur_C;Windgeschwindigkeit_m_s;Windrichtung_Grad;Schedule_AN_1_Mittel;Schedule_AN_2_Mittel;Schedule_AN_3_Mittel;Schedule_AB_1_Mittel;Schedule_AB_2_Mittel;Schedule_AB_3_Mittel;Heizlast_AFN_E+_W;Volumenstrom_AFN_E+_m3_s;Luftwechsel_AFN_E+_1_h;Zonentemperatur_AFN_E+_C;Heizlast_WSOA_W;Volumenstrom_WSOA_m3_s;Luftwechsel_WSOA_1_h;Zonentemperatur_WSOA_C;Heizlast_DFR_DEFAULT_W;Volumenstrom_DFR_DEFAULT_m3_s;Luftwechsel_DFR_DEFAULT_1_h;Zonentemperatur_DFR_DEFAULT_C;Heizlast_DFR_BLAST_W;Volumenstrom_DFR_BLAST_m3_s;Luftwechsel_DFR_BLAST_1_h;Zonentemperatur_DFR_BLAST_C;Heizlast_DFR_DOE-2_W;Volumenstrom_DFR_DOE-2_m3_s;Luftwechsel_DFR_DOE-2_1_h;Zonentemperatur_DFR_DOE-2_C
1;01.01.;00:00;-8,04;4,18;109,5;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;23061,3;0,084002;0,02800;17,000;22671,8;0,078056;0,02602;17,000;22671,8;0,078056;0,02602;17,000;22671,8;0,078056;0,02602;17,000;22671,8;0,078056;0,02602;17,000
2;01.01.;01:00;-6,79;4,89;85,1;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;23059,0;0,096982;0,03233;17,000;22290,2;0,077661;0,02589;17,000;22290,2;0,077661;0,02589;17,000;22290,2;0,077661;0,02589;17,000;22290,2;0,077661;0,02589;17,000
3;01.01.;02:00;-6,15;3,08;84,9;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;21512,4;0,066144;0,02205;17,000;21659,0;0,077457;0,02582;17,000;21659,0;0,077457;0,02582;17,000;21659,0;0,077457;0,02582;17,000;21659,0;0,077457;0,02582;17,000
4;01.01.;03:00;-5,75;2,61;80,0;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;20872,3;0,058801;0,01960;17,000;21225,2;0,077332;0,02578;17,000;21225,2;0,077332;0,02578;17,000;21225,2;0,077332;0,02578;17,000;21225,2;0,077332;0,02578;17,000
5;01.01.;04:00;-5,55;2,03;100,3;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;20470,6;0,054206;0,01807;17,000;20947,7;0,077268;0,02576;17,000;20947,7;0,077268;0,02576;17,000;20947,7;0,077268;0,02576;17,000;20947,7;0,077268;0,02576;17,000
6;01.01.;05:00;-5,40;1,25;130,2;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;20133,5;0,049178;0,01639;17,000;20746,4;0,077220;0,02574;17,000;20746,4;0,077220;0,02574;17,000;20746,4;0,077220;0,02574;17,000;20746,4;0,077220;0,02574;17,000
7;01.01.;06:00;-5,25;1,25;175,6;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;20025,7;0,048588;0,01620;17,000;20650,4;0,077177;0,02573;17,000;20650,4;0,077177;0,02573;17,000;20650,4;0,077177;0,02573;17,000;20650,4;0,077177;0,02573;17,000
8;01.01.;07:00;-5,15;1,81;250,7;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;10655,2;0,051526;0,01718;17,000;11197,1;0,077150;0,02572;17,000;11197,1;0,077150;0,02572;17,000;11197,1;0,077150;0,02572;17,000;11197,1;0,077150;0,02572;17,000
9;01.01.;08:00;-5,10;1,53;295,1;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;10510,0;0,050367;0,01679;17,000;11082,5;0,077135;0,02571;17,000;11082,5;0,077135;0,02571;17,000;11082,5;0,077135;0,02571;17,000;11082,5;0,077135;0,02571;17,000
10;01.01.;09:00;-4,85;1,57;264,4;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;10310,0;0,050104;0,01670;17,000;10882,8;0,077055;0,02568;17,000;10882,8;0,077055;0,02568;17,000;10882,8;0,077055;0,02568;17,000;10882,8;0,077055;0,02568;17,000
11;01.01.;10:00;-4,45;3,87;240,2;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;10642,6;0,073906;0,02464;17,000;10574,6;0,076924;0,02564;17,000;10574,6;0,076924;0,02564;17,000;10574,6;0,076924;0,02564;17,000;10574,6;0,076924;0,02564;17,000
12;01.01.;11:00;-4,00;3,83;260,2;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;10202,0;0,075089;0,02503;17,000;10101,0;0,076786;0,02560;17,000;10101,0;0,076786;0,02560;17,000;10101,0;0,076786;0,02560;17,000;10101,0;0,076786;0,02560;17,000
13;01.01.;12:00;-3,55;2,85;285,2;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;9234,7;0,059006;0,01967;17,000;9545,5;0,076675;0,02556;17,000;9545,5;0,076675;0,02556;17,000;9545,5;0,076675;0,02556;17,000;9545,5;0,076675;0,02556;17,000
14;01.01.;13:00;-3,20;2,03;289,8;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;8294,9;0,050854;0,01695;17,000;8801,3;0,076593;0,02553;17,000;8801,3;0,076593;0,02553;17,000;8801,3;0,076593;0,02553;17,000;8801,3;0,076593;0,02553;17,000
15;01.01.;14:00;-2,90;2,07;269,8;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;7693,1;0,051551;0,01718;17,000;8175,1;0,076509;0,02550;17,000;8175,1;0,076509;0,02550;17,000;8175,1;0,076509;0,02550;17,000;8175,1;0,076509;0,02550;17,000
16;01.01.;15:00;-2,80;3,10;254,9;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;7698,3;0,061930;0,02064;17,000;7925,3;0,076489;0,02550;17,000;7925,3;0,076489;0,02550;17,000;7925,3;0,076489;0,02550;17,000;7925,3;0,076489;0,02550;17,000
17;01.01.;16:00;-3,92;2,59;250,0;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;17265,5;0,056326;0,01878;17,000;17652,9;0,076822;0,02561;17,000;17652,9;0,076822;0,02561;17,000;17652,9;0,076822;0,02561;17,000;17652,9;0,076822;0,02561;17,000
18;01.01.;17:00;-5,36;1,69;250,0;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;17861,1;0,050449;0,01682;17,000;18437,8;0,077243;0,02575;17,000;18437,8;0,077243;0,02575;17,000;18437,8;0,077243;0,02575;17,000;18437,8;0,077243;0,02575;17,000
19;01.01.;18:00;-6,01;0,89;244,9;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;18698,3;0,049711;0,01657;17,000;19314,5;0,077433;0,02581;17,000;19314,5;0,077433;0,02581;17,000;19314,5;0,077433;0,02581;17,000;19314,5;0,077433;0,02581;17,000
20;01.01.;19:00;-7,37;1,01;219,7;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;19743,2;0,051558;0,01719;17,000;20342,4;0,077841;0,02595;17,000;20342,4;0,077841;0,02595;17,000;20342,4;0,077841;0,02595;17,000;20342,4;0,077841;0,02595;17,000
21;01.01.;20:00;-8,76;2,06;169,5;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;20857,1;0,054791;0,01826;17,000;21389,6;0,078267;0,02609;17,000;21389,6;0,078267;0,02609;17,000;21389,6;0,078267;0,02609;17,000;21389,6;0,078267;0,02609;17,000
22;01.01.;21:00;-9,10;2,60;155,2;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;21563,7;0,057220;0,01907;17,000;22024,5;0,078385;0,02613;17,000;22024,5;0,078385;0,02613;17,000;22024,5;0,078385;0,02613;17,000;22024,5;0,078385;0,02613;17,000
23;01.01.;22:00;-9,00;2,35;164,9;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;21835,7;0,055144;0,01838;17,000;22361,8;0,078364;0,02612;17,000;22361,8;0,078364;0,02612;17,000;22361,8;0,078364;0,02612;17,000;22361,8;0,078364;0,02612;17,000
24;01.01.;23:00;-8,90;2,35;149,8;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;22148,5;0,056703;0,01890;17,000;22621,3;0,078334;0,02611;17,000;22621,3;0,078334;0,02611;17,000;22621,3;0,078334;0,02611;17,000;22621,3;0,078334;0,02611;17,000
25;02.01.;00:00;-8,85;2,35;150,2;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;22350,4;0,056561;0,01885;17,000;22826,4;0,078313;0,02610;17,000;22826,4;0,078313;0,02610;17,000;22826,4;0,078313;0,02610;17,000;22826,4;0,078313;0,02610;17,000
26;02.01.;01:00;-8,29;2,61;149,8;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;22481,7;0,058101;0,01937;17,000;22898,6;0,078126;0,02604;17,000;22898,6;0,078126;0,02604;17,000;22898,6;0,078126;0,02604;17,000;22898,6;0,078126;0,02604;17,000
27;02.01.;02:00;-7,75;2,29;134,9;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;22387,2;0,056486;0,01883;17,000;22842,5;0,077944;0,02598;17,000;22842,5;0,077944;0,02598;17,000;22842,5;0,077944;0,02598;17,000;22842,5;0,077944;0,02598;17,000
28;02.01.;03:00;-6,89;2,31;130,0;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;22211,2;0,056046;0,01868;17,000;22663,9;0,077669;0,02589;17,000;22663,9;0,077669;0,02589;17,000;22663,9;0,077669;0,02589;17,000;22663,9;0,077669;0,02589;17,000
29;02.01.;04:00;-5,64;2,85;145,2;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;21955,5;0,057325;0,01911;17,000;22343,7;0,077282;0,02576;17,000;22343,7;0,077282;0,02576;17,000;22343,7;0,077282;0,02576;17,000;22343,7;0,077282;0,02576;17,000
30;02.01.;05:00;-5,10;2,60;149,8;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;21354,5;0,053853;0,01795;17,000;21827,9;0,077115;0,02571;17,000;21827,9;0,077115;0,02571;17,000;21827,9;0,077115;0,02571;17,000;21827,9;0,077115;0,02571;17,000
31;02.01.;06:00;-4,69;2,04;195,9;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;20780,8;0,049470;0,01649;17,000;21361,2;0,076995;0,02567;17,000;21361,2;0,076995;0,02567;17,000;21361,2;0,076995;0,02567;17,000;21361,2;0,076995;0,02567;17,000
32;02.01.;07:00;-4,30;1,80;183,9;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;10983,1;0,048381;0,01613;17,000;11580,8;0,076868;0,02562;17,000;11580,8;0,076868;0,02562;17,000;11580,8;0,076868;0,02562;17,000;11580,8;0,076868;0,02562;17,000
33;02.01.;08:00;-3,64;2,35;130,2;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;10717,5;0,052004;0,01733;17,000;11204,2;0,076661;0,02555;17,000;11204,2;0,076661;0,02555;17,000;11204,2;0,076661;0,02555;17,000;11204,2;0,076661;0,02555;17,000
34;02.01.;09:00;-2,54;1,28;68,8;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;10057,3;0,046167;0,01539;17,000;10653,8;0,076332;0,02544;17,000;10653,8;0,076332;0,02544;17,000;10653,8;0,076332;0,02544;17,000;10653,8;0,076332;0,02544;17,000
35;02.01.;10:00;-1,75;1,32;71,2;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;9313,8;0,045285;0,01509;17,000;9905,9;0,076101;0,02537;17,000;9905,9;0,076101;0,02537;17,000;9905,9;0,076101;0,02537;17,000;9905,9;0,076101;0,02537;17,000
36;02.01.;11:00;-0,64;3,11;165,4;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;8716,2;0,046873;0,01562;17,000;9234,4;0,075764;0,02525;17,000;9234,4;0,075764;0,02525;17,000;9234,4;0,075764;0,02525;17,000;9234,4;0,075764;0,02525;17,000
37;02.01.;12:00;0,91;4,11;205,2;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;8123,3;0,061382;0,02046;17,000;8319,5;0,075300;0,02510;17,000;8319,5;0,075300;0,02510;17,000;8319,5;0,075300;0,02510;17,000;8319,5;0,075300;0,02510;17,000
38;02.01.;13:00;1,75;5,16;209,8;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;7381,9;0,080790;0,02693;17,000;7208,1;0,075027;0,02501;17,000;7208,1;0,075027;0,02501;17,000;7208,1;0,075027;0,02501;17,000;7208,1;0,075027;0,02501;17,000
39;02.01.;14:00;2,15;5,14;205,1;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;6521,7;0,075330;0,02511;17,000;6449,7;0,074872;0,02496;17,000;6449,7;0,074872;0,02496;17,000;6449,7;0,074872;0,02496;17,000;6449,7;0,074872;0,02496;17,000
40;02.01.;15:00;2,50;4,09;220,2;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;5940,4;0,066763;0,02225;17,000;6018,4;0,074789;0,02493;17,000;6018,4;0,074789;0,02493;17,000;6018,4;0,074789;0,02493;17,000;6018,4;0,074789;0,02493;17,000
41;02.01.;16:00;1,94;3,60;204,6;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;14974,8;0,051953;0,01732;17,000;15326,8;0,074968;0,02499;17,000;15326,8;0,074968;0,02499;17,000;15326,8;0,074968;0,02499;17,000;15326,8;0,074968;0,02499;17,000
42;02.01.;17:00;0,84;2,84;174,9;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;14980,3;0,040197;0,01340;17,000;15583,2;0,075285;0,02510;17,000;15583,2;0,075285;0,02510;17,000;15583,2;0,075285;0,02510;17,000;15583,2;0,075285;0,02510;17,000
43;02.01.;18:00;0,20;2,35;159,8;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;15367,7;0,043422;0,01447;17,000;15930,7;0,075486;0,02516;17,000;15930,7;0,075486;0,02516;17,000;15930,7;0,075486;0,02516;17,000;15930,7;0,075486;0,02516;17,000
44;02.01.;19:00;-0,41;2,04;150,0;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;15714,6;0,044537;0,01485;17,000;16277,4;0,075688;0,02523;17,000;16277,4;0,075688;0,02523;17,000;16277,4;0,075688;0,02523;17,000;16277,4;0,075688;0,02523;17,000
45;02.01.;20:00;-0,29;2,06;165,2;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;15938,2;0,041845;0,01395;17,000;16552,8;0,075665;0,02522;17,000;16552,8;0,075665;0,02522;17,000;16552,8;0,075665;0,02522;17,000;16552,8;0,075665;0,02522;17,000
46;02.01.;21:00;0,71;3,36;180,0;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;15986,0;0,040649;0,01355;17,000;16586,7;0,075375;0,02513;17,000;16586,7;0,075375;0,02513;17,000;16586,7;0,075375;0,02513;17,000;16586,7;0,075375;0,02513;17,000
47;02.01.;22:00;1,35;3,59;200,3;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;15864,5;0,049743;0,01658;17,000;16269,7;0,075185;0,02506;17,000;16269,7;0,075185;0,02506;17,000;16269,7;0,075185;0,02506;17,000;16269,7;0,075185;0,02506;17,000
48;02.01.;23:00;1,60;4,12;225,1;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;15853,4;0,070431;0,02348;17,000;15869,8;0,075105;0,02503;17,000;15869,8;0,075105;0,02503;17,000;15869,8;0,075105;0,02503;17,000;15869,8;0,075105;0,02503;17,000
49;03.01.;00:00;1,75;4,59;209,7;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;15496,3;0,070114;0,02337;17,000;15517,2;0,075063;0,02502;17,000;15517,2;0,075063;0,02502;17,000;15517,2;0,075063;0,02502;17,000;15517,2;0,075063;0,02502;17,000
50;03.01.;01:00;2,00;4,35;195,1;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;14927,5;0,053106;0,01770;17,000;15255,0;0,074992;0,02500;17,000;15255,0;0,074992;0,02500;17,000;15255,0;0,074992;0,02500;17,000;15255,0;0,074992;0,02500;17,000
51;03.01.;02:00;1,59;4,09;200,0;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;14940,7;0,055746;0,01858;17,000;15229,4;0,075127;0,02504;17,000;15229,4;0,075127;0,02504;17,000;15229,4;0,075127;0,02504;17,000;15229,4;0,075127;0,02504;17,000
52;03.01.;03:00;0,29;3,09;194,9;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;14963,0;0,045950;0,01532;17,000;15475,5;0,075525;0,02517;17,000;15475,5;0,075525;0,02517;17,000;15475,5;0,075525;0,02517;17,000;15475,5;0,075525;0,02517;17,000
53;03.01.;04:00;0,01;2,85;195,1;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;15289,5;0,044695;0,01490;17,000;15836,3;0,075603;0,02520;17,000;15836,3;0,075603;0,02520;17,000;15836,3;0,075603;0,02520;17,000;15836,3;0,075603;0,02520;17,000
54;03.01.;05:00;0,86;2,29;189,8;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;15397,3;0,041100;0,01370;17,000;15983,6;0,075360;0,02512;17,000;15983,6;0,075360;0,02512;17,000;15983,6;0,075360;0,02512;17,000;15983,6;0,075360;0,02512;17,000
55;03.01.;06:00;0,74;1,80;185,1;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;15409,2;0,039635;0,01321;17,000;16029,2;0,075404;0,02513;17,000;16029,2;0,075404;0,02513;17,000;16029,2;0,075404;0,02513;17,000;16029,2;0,075404;0,02513;17,000
56;03.01.;07:00;0,66;2,86;200,2;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;15647,9;0,047247;0,01575;17,000;16123,7;0,075433;0,02514;17,000;16123,7;0,075433;0,02514;17,000;16123,7;0,075433;0,02514;17,000;16123,7;0,075433;0,02514;17,000
57;03.01.;08:00;0,79;3,85;194,8;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;15629,1;0,049911;0,01664;17,000;16048,3;0,075406;0,02514;17,000;16048,3;0,075406;0,02514;17,000;16048,3;0,075406;0,02514;17,000;16048,3;0,075406;0,02514;17,000
58;03.01.;09:00;0,86;3,85;169,8;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;15269,7;0,046370;0,01546;17,000;15755,9;0,075389;0,02513;17,000;15755,9;0,075389;0,02513;17,000;15755,9;0,075389;0,02513;17,000;15755,9;0,075389;0,02513;17,000
59;03.01.;10:00;1,61;3,60;160,0;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;14760,0;0,050827;0,01694;17,000;15139,1;0,075167;0,02506;17,000;15139,1;0,075167;0,02506;17,000;15139,1;0,075167;0,02506;17,000;15139,1;0,075167;0,02506;17,000
60;03.01.;11:00;2,56;3,09;170,2;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;13617,0;0,041161;0,01372;17,000;14137,5;0,074898;0,02497;17,000;14137,5;0,074898;0,02497;17,000;14137,5;0,074898;0,02497;17,000;14137,5;0,074898;0,02497;17,000
61;03.01.;12:00;4,32;2,04;159,7;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;12323,1;0,035178;0,01173;17,000;12868,1;0,074409;0,02480;17,000;12868,1;0,074409;0,02480;17,000;12868,1;0,074409;0,02480;17,000;12868,1;0,074409;0,02480;17,000
62;03.01.;13:00;5,60;2,31;150,2;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;10996,2;0,037992;0,01266;17,000;11446,5;0,074041;0,02468;17,000;11446,5;0,074041;0,02468;17,000;11446,5;0,074041;0,02468;17,000;11446,5;0,074041;0,02468;17,000
63;03.01.;14:00;5,60;3,10;149,8;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;10120,4;0,046788;0,01560;17,000;10451,5;0,074053;0,02468;17,000;10451,5;0,074053;0,02468;17,000;10451,5;0,074053;0,02468;17,000;10451,5;0,074053;0,02468;17,000
64;03.01.;15:00;4,33;3,35;145,1;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;10166,0;0,053359;0,01779;17,000;10434,8;0,074412;0,02480;17,000;10434,8;0,074412;0,02480;17,000;10434,8;0,074412;0,02480;17,000;10434,8;0,074412;0,02480;17,000
65;03.01.;16:00;1,98;3,09;144,9;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;10941,6;0,052401;0,01747;17,000;11284,3;0,075077;0,02503;17,000;11284,3;0,075077;0,02503;17,000;11284,3;0,075077;0,02503;17,000;11284,3;0,075077;0,02503;17,000
66;03.01.;17:00;0,44;2,85;145,1;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;12132,4;0,051051;0,01702;17,000;12536,5;0,075527;0,02518;17,000;12536,5;0,075527;0,02518;17,000;12536,5;0,075527;0,02518;17,000;12536,5;0,075527;0,02518;17,000
67;03.01.;18:00;0,10;2,85;165,2;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;13058,2;0,045433;0,01514;17,000;13586,8;0,075628;0,02521;17,000;13586,8;0,075628;0,02521;17,000;13586,8;0,075628;0,02521;17,000;13586,8;0,075628;0,02521;17,000
68;03.01.;19:00;-0,20;2,35;169,8;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;13708,1;0,042278;0,01409;17,000;14312,4;0,075737;0,02525;17,000;14312,4;0,075737;0,02525;17,000;14312,4;0,075737;0,02525;17,000;14312,4;0,075737;0,02525;17,000
69;03.01.;20:00;-0,80;2,61;175,2;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;14345,1;0,043521;0,01451;17,000;14945,0;0,075934;0,02531;17,000;14945,0;0,075934;0,02531;17,000;14945,0;0,075934;0,02531;17,000;14945,0;0,075934;0,02531;17,000
70;03.01.;21:00;-1,15;2,29;184,9;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;14841,2;0,043609;0,01454;17,000;15451,6;0,076046;0,02535;17,000;15451,6;0,076046;0,02535;17,000;15451,6;0,076046;0,02535;17,000;15451,6;0,076046;0,02535;17,000
71;03.01.;22:00;-1,25;2,06;180,0;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;15197,7;0,043187;0,01440;17,000;15821,1;0,076086;0,02536;17,000;15821,1;0,076086;0,02536;17,000;15821,1;0,076086;0,02536;17,000;15821,1;0,076086;0,02536;17,000
72;03.01.;23:00;-1,30;2,60;200,3;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;15598,6;0,047363;0,01579;17,000;16130,8;0,076105;0,02537;17,000;16130,8;0,076105;0,02537;17,000;16130,8;0,076105;0,02537;17,000;16130,8;0,076105;0,02537;17,000
73;04.01.;00:00;-1,40;2,60;220,0;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;15881,9;0,051503;0,01717;17,000;16324,6;0,076140;0,02538;17,000;16324,6;0,076140;0,02538;17,000;16324,6;0,076140;0,02538;17,000;16324,6;0,076140;0,02538;17,000
74;04.01.;01:00;-0,84;3,11;214,9;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;16060,7;0,055722;0,01857;17,000;16398,8;0,075972;0,02532;17,000;16398,8;0,075972;0,02532;17,000;16398,8;0,075972;0,02532;17,000;16398,8;0,075972;0,02532;17,000
75;04.01.;02:00;-0,20;3,35;230,3;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;16085,2;0,060120;0,02004;17,000;16317,7;0,075779;0,02526;17,000;16317,7;0,075779;0,02526;17,000;16317,7;0,075779;0,02526;17,000;16317,7;0,075779;0,02526;17,000
76;04.01.;03:00;-0,15;3,35;234,8;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;15916,4;0,060921;0,02031;17,000;16131,5;0,075766;0,02526;17,000;16131,5;0,075766;0,02526;17,000;16131,5;0,075766;0,02526;17,000;16131,5;0,075766;0,02526;17,000
77;04.01.;04:00;0,46;4,11;230,2;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;15919,9;0,071635;0,02388;17,000;15915,2;0,075579;0,02519;17,000;15915,2;0,075579;0,02519;17,000;15915,2;0,075579;0,02519;17,000;15915,2;0,075579;0,02519;17,000
78;04.01.;05:00;1,30;5,41;224,8;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;16118,5;0,095945;0,03198;17,000;15653,4;0,075322;0,02511;17,000;15653,4;0,075322;0,02511;17,000;15653,4;0,075322;0,02511;17,000;15653,4;0,075322;0,02511;17,000
79;04.01.;06:00;1,45;4,62;210,0;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;15543,7;0,076150;0,02538;17,000;15454,2;0,075291;0,02510;17,000;15454,2;0,075291;0,02510;17,000;15454,2;0,075291;0,02510;17,000;15454,2;0,075291;0,02510;17,000
80;04.01.;07:00;1,25;5,95;260,8;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;16265,5;0,118716;0,03957;17,000;15361,2;0,075317;0,02511;17,000;15361,2;0,075317;0,02511;17,000;15361,2;0,075317;0,02511;17,000;15361,2;0,075317;0,02511;17,000
81;04.01.;08:00;-0,33;7,43;304,9;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;17040,3;0,148947;0,04965;17,000;15419,9;0,075753;0,02525;17,000;15419,9;0,075753;0,02525;17,000;15419,9;0,075753;0,02525;17,000;15419,9;0,075753;0,02525;17,000
82;04.01.;09:00;-2,00;5,95;300,0;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;16738,3;0,114924;0,03831;17,000;15719,4;0,076279;0,02543;17,000;15719,4;0,076279;0,02543;17,000;15719,4;0,076279;0,02543;17,000;15719,4;0,076279;0,02543;17,000
83;04.01.;10:00;-2,10;5,39;284,8;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;16790,1;0,105883;0,03529;17,000;15975,3;0,076336;0,02545;17,000;15975,3;0,076336;0,02545;17,000;15975,3;0,076336;0,02545;17,000;15975,3;0,076336;0,02545;17,000
84;04.01.;11:00;-2,05;5,10;275,1;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;16517,6;0,101209;0,03374;17,000;15813,7;0,076339;0,02545;17,000;15813,7;0,076339;0,02545;17,000;15813,7;0,076339;0,02545;17,000;15813,7;0,076339;0,02545;17,000
85;04.01.;12:00;-1,59;5,40;274,9;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;16158,2;0,108838;0,03628;17,000;15299,3;0,076237;0,02541;17,000;15299,3;0,076237;0,02541;17,000;15299,3;0,076237;0,02541;17,000;15299,3;0,076237;0,02541;17,000
86;04.01.;13:00;-0,90;6,72;264,9;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;16289,2;0,142554;0,04752;17,000;14722,8;0,076068;0,02536;17,000;14722,8;0,076068;0,02536;17,000;14722,8;0,076068;0,02536;17,000;14722,8;0,076068;0,02536;17,000
87;04.01.;14:00;-0,45;7,70;265,1;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;16534,9;0,169163;0,05639;17,000;14438,6;0,075941;0,02531;17,000;14438,6;0,075941;0,02531;17,000;14438,6;0,075941;0,02531;17,000;14438,6;0,075941;0,02531;17,000
88;04.01.;15:00;-0,50;7,95;259,8;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;16762,1;0,173803;0,05793;17,000;14556,8;0,075952;0,02532;17,000;14556,8;0,075952;0,02532;17,000;14556,8;0,075952;0,02532;17,000;14556,8;0,075952;0,02532;17,000
89;04.01.;16:00;-1,16;8,20;250,0;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;17357,7;0,176011;0,05867;17,000;15013,5;0,076113;0,02537;17,000;15013,5;0,076113;0,02537;17,000;15013,5;0,076113;0,02537;17,000;15013,5;0,076113;0,02537;17,000
90;04.01.;17:00;-1,45;8,20;250,0;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;17887,3;0,175981;0,05866;17,000;15502,1;0,076182;0,02539;17,000;15502,1;0,076182;0,02539;17,000;15502,1;0,076182;0,02539;17,000;15502,1;0,076182;0,02539;17,000
