Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),Environment:Site Wind Speed [m/s](TimeStep),Environment:Site Wind Direction [deg](TimeStep),ZONE_SUED:Zone Outdoor Air Drybulb Temperature [C](TimeStep),ZONE_SUED:Zone Outdoor Air Wind Speed [m/s](TimeStep),ZONE_NORD:Zone Outdoor Air Drybulb Temperature [C](TimeStep),ZONE_NORD:Zone Outdoor Air Wind Speed [m/s](TimeStep),ZONE_SUED:Zone Mean Air Temperature [C](TimeStep),ZONE_NORD:Zone Mean Air Temperature [C](TimeStep),ZONE_SUED:Zone Ventilation Sensible Heat Loss Energy [J](TimeStep),ZONE_SUED:Zone Ventilation Current Density Volume Flow Rate [m3/s](TimeStep),ZONE_SUED:Zone Ventilation Standard Density Volume Flow Rate [m3/s](TimeStep),ZONE_SUED:Zone Ventilation Mass Flow Rate [kg/s](TimeStep),ZONE_SUED:Zone Ventilation Current Density Air Change Rate [ach](TimeStep),ZONE_NORD:Zone Mixing Current Density Volume Flow Rate [m3/s](TimeStep),ZONE_NORD:Zone Mixing Standard Density Volume Flow Rate [m3/s](TimeStep),ZONE_NORD:Zone Mixing Mass Flow Rate [kg/s](TimeStep),ZONE_NORD:Zone Mixing Sensible Heat Loss Energy [J](TimeStep),ZONE_NORD:Zone Mixing Sensible Heat Gain Energy [J](TimeStep),ZONE_SUED:Zone Mixing Current Density Volume Flow Rate [m3/s](TimeStep),ZONE_SUED:Zone Mixing Standard Density Volume Flow Rate [m3/s](TimeStep),ZONE_SUED:Zone Mixing Mass Flow Rate [kg/s](TimeStep),ZONE_SUED:Zone Mixing Sensible Heat Loss Energy [J](TimeStep),ZONE_SUED:Zone Mixing Sensible Heat Gain Energy [J](TimeStep),IDEALLOADS_NORD:Zone Ideal Loads Supply Air Total Heating Rate [W](TimeStep),IDEALLOADS_NORD:Zone Ideal Loads Supply Air Total Cooling Rate [W](TimeStep),IDEALLOADS_SUED:Zone Ideal Loads Supply Air Total Heating Rate [W](TimeStep),IDEALLOADS_SUED:Zone Ideal Loads Supply Air Total Cooling Rate [W](TimeStep) 
 01/15  03:45:00,17.0,5.071965,247.5,17.0,5.071965,17.0,5.071965,17.0,16.999999999999996,0.0,5.948060086586078,5.959225762833875,6.737913508162181,3.965373391057385,5.94806,5.959225676085257,6.737913410078185,0.0,2.190423909084002e-8,5.94806,5.959225676085257,6.737913410078185,2.190423909084002e-8,0.0,411.902142397652,0.0,391.36166259669704,0.0 
 01/15  04:00:00,17.0,5.071965,247.5,17.0,5.071965,17.0,5.071965,17.0,17.0,0.0,5.948060086586078,5.959225762833875,6.737913508162181,3.965373391057385,5.94806,5.959225676085257,6.737913410078185,0.0,0.0,5.94806,5.959225676085257,6.737913410078185,0.0,0.0,411.994347116619,0.0,391.45391089428443,0.0 
 01/15  04:15:00,17.0,5.071965,247.5,17.0,5.071965,17.0,5.071965,17.000000000000004,17.0,2.1904239409700647e-8,5.948060086586078,5.959225762833875,6.737913508162181,3.965373391057385,5.94806,5.959225676085257,6.737913410078185,0.0,2.190423909084002e-8,5.94806,5.959225676085257,6.737913410078185,2.190423909084002e-8,0.0,412.08583284524514,0.0,391.54544244502904,0.0 
 01/15  04:30:00,17.0,5.071965,247.5,17.0,5.071965,17.0,5.071965,17.0,17.0,0.0,5.9480600865860795,5.959225762833876,6.737913508162182,3.965373391057386,5.94806,5.959225676085257,6.737913410078185,0.0,0.0,5.94806,5.959225676085257,6.737913410078185,0.0,0.0,412.17660513700696,0.0,391.6362627600902,0.0 
 01/15  04:45:00,17.0,5.071965,247.5,17.0,5.071965,17.0,5.071965,17.0,17.000000000000004,0.0,5.948060086586078,5.959225762833875,6.737913508162181,3.965373391057385,5.94806,5.959225676085257,6.737913410078185,2.190423909084002e-8,0.0,5.94806,5.959225676085257,6.737913410078185,0.0,2.190423909084002e-8,412.2666695026564,0.0,391.72637730953295,0.0 
 01/15  05:00:00,17.0,5.071965,247.5,17.0,5.071965,17.0,5.071965,17.0,17.0,0.0,5.948060086586078,5.959225762833875,6.737913508162181,3.965373391057385,5.94806,5.959225676085257,6.737913410078185,0.0,0.0,5.94806,5.959225676085257,6.737913410078185,0.0,0.0,412.3560314112692,0.0,391.81579152157076,0.0 
 01/15  05:15:00,17.0,5.071965,247.5,17.0,5.071965,17.0,5.071965,17.0,17.0,0.0,5.948060086586078,5.959225762833875,6.737913508162181,3.965373391057385,5.94806,5.959225676085257,6.737913410078185,0.0,0.0,5.94806,5.959225676085257,6.737913410078185,0.0,0.0,412.4446962910589,0.0,391.90451078454504,0.0 
 01/15  05:30:00,17.0,5.071965,247.5,17.0,5.071965,17.0,5.071965,17.000000000000004,17.0,2.1904239409700647e-8,5.948060086586078,5.959225762833875,6.737913508162181,3.965373391057385,5.94806,5.959225676085257,6.737913410078185,0.0,2.190423909084002e-8,5.94806,5.959225676085257,6.737913410078185,2.190423909084002e-8,0.0,412.53266952821286,0.0,391.992540445237,0.0 
 01/15  05:45:00,17.0,5.071965,247.5,17.0,5.071965,17.0,5.071965,17.0,16.999999999999996,0.0,5.9480600865860795,5.959225762833876,6.737913508162182,3.965373391057386,5.94806,5.959225676085257,6.737913410078185,0.0,2.190423909084002e-8,5.94806,5.959225676085257,6.737913410078185,2.190423909084002e-8,0.0,412.619956469047,0.0,392.07988581061363,0.0 
 01/15  06:00:00,17.0,5.071965,247.5,17.0,5.071965,17.0,5.071965,17.0,16.999999999999996,0.0,5.948060086586078,5.959225762833875,6.737913508162181,3.965373391057385,5.94806,5.959225676085257,6.737913410078185,0.0,2.190423909084002e-8,5.94806,5.959225676085257,6.737913410078185,2.190423909084002e-8,0.0,412.7065624188982,0.0,392.166552148061,0.0 
