Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),Environment:Site Wind Speed [m/s](TimeStep),Environment:Site Wind Direction [deg](TimeStep),ZONE_HALLE:Zone Outdoor Air Drybulb Temperature [C](TimeStep),ZONE_HALLE:Zone Outdoor Air Wind Speed [m/s](TimeStep),ZONE_HALLE:Zone Mean Air Temperature [C](TimeStep),ZONE_HALLE:AFN Node Total Pressure [Pa](TimeStep),ExtNode   1:AFN Node Total Pressure [Pa](TimeStep),ExtNode   2:AFN Node Total Pressure [Pa](TimeStep),GATE 2:AFN Linkage Node 1 to Node 2 Volume Flow Rate [m3/s](TimeStep),GATE 2:AFN Linkage Node 2 to Node 1 Volume Flow Rate [m3/s](TimeStep),GATE 2:AFN Linkage Node 1 to Node 2 Pressure Difference [Pa](TimeStep),GATE 5:AFN Linkage Node 1 to Node 2 Volume Flow Rate [m3/s](TimeStep),GATE 5:AFN Linkage Node 2 to Node 1 Volume Flow Rate [m3/s](TimeStep),GATE 5:AFN Linkage Node 1 to Node 2 Pressure Difference [Pa](TimeStep),GATE 2:AFN Surface Venting Window or Door Opening Factor [](TimeStep),GATE 5:AFN Surface Venting Window or Door Opening Factor [](TimeStep),ZONE_HALLE:AFN Zone Infiltration Volume [m3](TimeStep),ZONE_HALLE:AFN Zone Infiltration Air Change Rate [ach](TimeStep),IDEALLOADS:Zone Ideal Loads Supply Air Total Heating Rate [W](TimeStep),IDEALLOADS:Zone Ideal Loads Supply Air Total Cooling Rate [W](TimeStep) 
 01/15  05:00:00,17.0,5.071965,247.5,17.0,5.071965,16.999999999999996,-2.924807931206974,0.5368128295657091,-6.385685855329135,0.0,13.792339708240757,-3.461620760772683,13.79085976490679,0.0,3.460877924122161,1.0,1.0,0.0,0.0,783.5060799000787,0.0 
 01/15  05:15:00,17.0,5.071965,247.5,17.0,5.071965,17.0,-2.924807931206974,0.5368128295657091,-6.385685855329135,0.0,13.792339708240757,-3.461620760772683,13.79085976490679,0.0,3.460877924122161,1.0,1.0,0.0,0.0,783.6861568979223,0.0 
 01/15  05:30:00,17.0,5.071965,247.5,17.0,5.071965,16.999999999999996,-2.924807931206974,0.5368128295657091,-6.385685855329135,0.0,13.792339708240757,-3.461620760772683,13.79085976490679,0.0,3.460877924122161,1.0,1.0,0.0,0.0,783.864850174519,0.0 
 01/15  05:45:00,17.0,5.071965,247.5,17.0,5.071965,16.999999999999996,-2.924807931206974,0.5368128295657091,-6.385685855329135,0.0,13.792339708240757,-3.461620760772683,13.79085976490679,0.0,3.460877924122161,1.0,1.0,0.0,0.0,784.0421702539318,0.0 
 01/15  06:00:00,17.0,5.071965,247.5,17.0,5.071965,17.000000000000004,-2.924807931206974,0.5368128295657091,-6.385685855329135,0.0,13.792339708240757,-3.461620760772683,13.79085976490679,0.0,3.460877924122161,1.0,1.0,0.0,0.0,784.2181275805926,0.0 
 01/15  06:15:00,17.0,5.071965,247.5,17.0,5.071965,17.0,-2.924807931206974,0.5368128295657091,-6.385685855329135,0.0,13.792339708240757,-3.461620760772683,13.79085976490679,0.0,3.460877924122161,1.0,1.0,0.0,0.0,784.392732521752,0.0 
 01/15  06:30:00,17.0,5.071965,247.5,17.0,5.071965,17.0,-2.924807931206974,0.5368128295657091,-6.385685855329135,0.0,13.792339708240757,-3.461620760772683,13.79085976490679,0.0,3.460877924122161,1.0,1.0,0.0,0.0,784.5659953688737,0.0 
 01/15  06:45:00,17.0,5.071965,247.5,17.0,5.071965,17.0,-2.924807931206974,0.5368128295657091,-6.385685855329135,0.0,13.792339708240757,-3.461620760772683,13.79085976490679,0.0,3.460877924122161,1.0,1.0,0.0,0.0,784.7379263341428,0.0 
 01/15  07:00:00,17.0,5.071965,247.5,17.0,5.071965,17.000000000000004,-2.924807931206974,0.5368128295657091,-6.385685855329135,0.0,13.792339708240757,-3.461620760772683,13.79085976490679,0.0,3.460877924122161,1.0,1.0,0.0,0.0,784.9085355555873,0.0 
 01/15  07:15:00,17.0,5.071965,247.5,17.0,5.071965,17.0,-2.924807931206974,0.5368128295657091,-6.385685855329135,0.0,13.792339708240757,-3.461620760772683,13.79085976490679,0.0,3.460877924122161,1.0,1.0,0.0,0.0,785.0778330947505,0.0 
 01/15  07:30:00,17.0,5.071965,247.5,17.0,5.071965,17.0,-2.924807931206974,0.5368128295657091,-6.385685855329135,0.0,13.792339708240757,-3.461620760772683,13.79085976490679,0.0,3.460877924122161,1.0,1.0,0.0,0.0,785.2458289392528,0.0 
 01/15  07:45:00,17.0,5.071965,247.5,17.0,5.071965,17.0,-2.924807931206974,0.5368128295657091,-6.385685855329135,0.0,13.792339708240757,-3.461620760772683,13.79085976490679,0.0,3.460877924122161,1.0,1.0,0.0,0.0,785.4125330004607,0.0 
 01/15  08:00:00,17.0,5.071965,247.5,17.0,5.071965,17.0,-2.924807931206974,0.5368128295657091,-6.385685855329135,0.0,13.792339708240757,-3.461620760772683,13.79085976490679,0.0,3.460877924122161,1.0,1.0,0.0,0.0,785.5779551175658,0.0 
 01/15  08:15:00,17.0,5.071965,247.5,17.0,5.071965,17.0,-2.924807931206974,0.5368128295657091,-6.385685855329135,0.0,13.792339708240757,-3.461620760772683,13.79085976490679,0.0,3.460877924122161,1.0,1.0,0.0,0.0,785.7421050552513,0.0 
 01/15  08:30:00,17.0,5.071965,247.5,17.0,5.071965,17.0,-2.924807931206974,0.5368128295657091,-6.385685855329135,0.0,13.792339708240757,-3.461620760772683,13.79085976490679,0.0,3.460877924122161,1.0,1.0,0.0,0.0,785.9049925054425,0.0 
 01/15  08:45:00,17.0,5.071965,247.5,17.0,5.071965,17.0,-2.924807931206974,0.5368128295657091,-6.385685855329135,0.0,13.792339708240757,-3.461620760772683,13.79085976490679,0.0,3.460877924122161,1.0,1.0,0.0,0.0,786.0666270877703,0.0 
 01/15  09:00:00,17.0,5.071965,247.5,17.0,5.071965,16.999999999999996,-2.924807931206974,0.5368128295657091,-6.385685855329135,0.0,13.792339708240757,-3.461620760772683,13.79085976490679,0.0,3.460877924122161,1.0,1.0,0.0,0.0,786.2270183500369,0.0 
 01/15  09:15:00,17.0,5.071965,247.5,17.0,5.071965,17.0,-2.924807931206974,0.5368128295657091,-6.385685855329135,0.0,13.792339708240757,-3.461620760772683,13.79085976490679,0.0,3.460877924122161,1.0,1.0,0.0,0.0,786.3861757690322,0.0 
 01/15  09:30:00,17.0,5.071965,247.5,17.0,5.071965,17.0,-2.924807931206974,0.5368128295657091,-6.385685855329135,0.0,13.792339708240757,-3.461620760772683,13.79085976490679,0.0,3.460877924122161,1.0,1.0,0.0,0.0,786.5441087494837,0.0 
 01/15  09:45:00,17.0,5.071965,247.5,17.0,5.071965,17.0,-2.924807931206974,0.5368128295657091,-6.385685855329135,0.0,13.792339708240757,-3.461620760772683,13.79085976490679,0.0,3.460877924122161,1.0,1.0,0.0,0.0,786.7008266274353,0.0 
 01/15  10:00:00,17.0,5.071965,247.5,17.0,5.071965,16.999999999999996,-2.924807931206974,0.5368128295657091,-6.385685855329135,0.0,13.792339708240757,-3.461620760772683,13.79085976490679,0.0,3.460877924122161,1.0,1.0,0.0,0.0,786.8563386677998,0.0 
 01/15  10:15:00,17.0,5.071965,247.5,17.0,5.071965,17.000000000000004,-2.924807931206974,0.5368128295657091,-6.385685855329135,0.0,13.792339708240757,-3.461620760772683,13.79085976490679,0.0,3.460877924122161,1.0,1.0,0.0,0.0,787.0106540671551,0.0 
 01/15  10:30:00,17.0,5.071965,247.5,17.0,5.071965,16.999999999999996,-2.924807931206974,0.5368128295657091,-6.385685855329135,0.0,13.792339708240757,-3.461620760772683,13.79085976490679,0.0,3.460877924122161,1.0,1.0,0.0,0.0,787.1637819516473,0.0 
 01/15  10:45:00,17.0,5.071965,247.5,17.0,5.071965,16.999999999999996,-2.924807931206974,0.5368128295657091,-6.385685855329135,0.0,13.792339708240757,-3.461620760772683,13.79085976490679,0.0,3.460877924122161,1.0,1.0,0.0,0.0,787.3157313817649,0.0 
 01/15  11:00:00,17.0,5.071965,247.5,17.0,5.071965,17.0,-2.924807931206974,0.5368128295657091,-6.385685855329135,0.0,13.792339708240757,-3.461620760772683,13.79085976490679,0.0,3.460877924122161,1.0,1.0,0.0,0.0,787.4665113468657,0.0 
 01/15  11:15:00,17.0,5.071965,247.5,17.0,5.071965,17.0,-2.924807931206974,0.5368128295657091,-6.385685855329135,0.0,13.792339708240757,-3.461620760772683,13.79085976490679,0.0,3.460877924122161,1.0,1.0,0.0,0.0,787.6161307714649,0.0 
 01/15  11:30:00,17.0,5.071965,247.5,17.0,5.071965,17.0,-2.924807931206974,0.5368128295657091,-6.385685855329135,0.0,13.792339708240757,-3.461620760772683,13.79085976490679,0.0,3.460877924122161,1.0,1.0,0.0,0.0,787.7645985123237,0.0 
 01/15  11:45:00,17.0,5.071965,247.5,17.0,5.071965,17.0,-2.924807931206974,0.5368128295657091,-6.385685855329135,0.0,13.792339708240757,-3.461620760772683,13.79085976490679,0.0,3.460877924122161,1.0,1.0,0.0,0.0,787.9119233597304,0.0 
 01/15  12:00:00,17.0,5.071965,247.5,17.0,5.071965,17.000000000000004,-2.924807931206974,0.5368128295657091,-6.385685855329135,0.0,13.792339708240757,-3.461620760772683,13.79085976490679,0.0,3.460877924122161,1.0,1.0,0.0,0.0,788.058114038082,0.0 
 01/15  12:15:00,17.0,5.071965,247.5,17.0,5.071965,17.0,-2.924807931206974,0.5368128295657091,-6.385685855329135,0.0,13.792339708240757,-3.461620760772683,13.79085976490679,0.0,3.460877924122161,1.0,1.0,0.0,0.0,788.2031792061168,0.0 
 01/15  12:30:00,17.0,5.071965,247.5,17.0,5.071965,17.0,-2.924807931206974,0.5368128295657091,-6.385685855329135,0.0,13.792339708240757,-3.461620760772683,13.79085976490679,0.0,3.460877924122161,1.0,1.0,0.0,0.0,788.3471274587791,0.0 
 01/15  12:45:00,17.0,5.071965,247.5,17.0,5.071965,16.999999999999996,-2.924807931206974,0.5368128295657091,-6.385685855329135,0.0,13.792339708240757,-3.461620760772683,13.79085976490679,0.0,3.460877924122161,1.0,1.0,0.0,0.0,788.4899673244219,0.0 
 01/15  13:00:00,17.0,5.071965,247.5,17.0,5.071965,16.999999999999996,-2.924807931206974,0.5368128295657091,-6.385685855329135,0.0,13.792339708240757,-3.461620760772683,13.79085976490679,0.0,3.460877924122161,1.0,1.0,0.0,0.0,788.6317072695822,0.0 
 01/15  13:15:00,17.0,5.071965,247.5,17.0,5.071965,17.0,-2.924807931206974,0.5368128295657091,-6.385685855329135,0.0,13.792339708240757,-3.461620760772683,13.79085976490679,0.0,3.460877924122161,1.0,1.0,0.0,0.0,788.772355695721,0.0 
 01/15  13:30:00,17.0,5.071965,247.5,17.0,5.071965,17.0,-2.924807931206974,0.5368128295657091,-6.385685855329135,0.0,13.792339708240757,-3.461620760772683,13.79085976490679,0.0,3.460877924122161,1.0,1.0,0.0,0.0,788.9119209409691,0.0 
 01/15  13:45:00,17.0,5.071965,247.5,17.0,5.071965,16.999999999999996,-2.924807931206974,0.5368128295657091,-6.385685855329135,0.0,13.792339708240757,-3.461620760772683,13.79085976490679,0.0,3.460877924122161,1.0,1.0,0.0,0.0,789.0504112829221,0.0 
 01/15  14:00:00,17.0,5.071965,247.5,17.0,5.071965,17.0,-2.924807931206974,0.5368128295657091,-6.385685855329135,0.0,13.792339708240757,-3.461620760772683,13.79085976490679,0.0,3.460877924122161,1.0,1.0,0.0,0.0,789.18783493503,0.0 
 01/15  14:15:00,17.0,5.071965,247.5,17.0,5.071965,17.0,-2.924807931206974,0.5368128295657091,-6.385685855329135,0.0,13.792339708240757,-3.461620760772683,13.79085976490679,0.0,3.460877924122161,1.0,1.0,0.0,0.0,789.3242000486936,0.0 
 01/15  14:30:00,17.0,5.071965,247.5,17.0,5.071965,17.0,-2.924807931206974,0.5368128295657091,-6.385685855329135,0.0,13.792339708240757,-3.461620760772683,13.79085976490679,0.0,3.460877924122161,1.0,1.0,0.0,0.0,789.4595147158253,0.0 
 01/15  14:45:00,17.0,5.071965,247.5,17.0,5.071965,17.0,-2.924807931206974,0.5368128295657091,-6.385685855329135,0.0,13.792339708240757,-3.461620760772683,13.79085976490679,0.0,3.460877924122161,1.0,1.0,0.0,0.0,789.5937869659392,0.0 
 01/15  15:00:00,17.0,5.071965,247.5,17.0,5.071965,17.0,-2.924807931206974,0.5368128295657091,-6.385685855329135,0.0,13.792339708240757,-3.461620760772683,13.79085976490679,0.0,3.460877924122161,1.0,1.0,0.0,0.0,789.7270247690612,0.0 
 01/15  15:15:00,17.0,5.071965,247.5,17.0,5.071965,17.0,-2.924807931206974,0.5368128295657091,-6.385685855329135,0.0,13.792339708240757,-3.461620760772683,13.79085976490679,0.0,3.460877924122161,1.0,1.0,0.0,0.0,789.8592360346809,0.0 
 01/15  15:30:00,17.0,5.071965,247.5,17.0,5.071965,17.0,-2.924807931206974,0.5368128295657091,-6.385685855329135,0.0,13.792339708240757,-3.461620760772683,13.79085976490679,0.0,3.460877924122161,1.0,1.0,0.0,0.0,789.9904286128003,0.0 
 01/15  15:45:00,17.0,5.071965,247.5,17.0,5.071965,17.0,-2.924807931206974,0.5368128295657091,-6.385685855329135,0.0,13.792339708240757,-3.461620760772683,13.79085976490679,0.0,3.460877924122161,1.0,1.0,0.0,0.0,790.1206102946309,0.0 
 01/15  16:00:00,17.0,5.071965,247.5,17.0,5.071965,17.0,-2.924807931206974,0.5368128295657091,-6.385685855329135,0.0,13.792339708240757,-3.461620760772683,13.79085976490679,0.0,3.460877924122161,1.0,1.0,0.0,0.0,790.2497888124782,0.0 
 01/15  16:15:00,17.0,5.071965,247.5,17.0,5.071965,17.0,-2.924807931206974,0.5368128295657091,-6.385685855329135,0.0,13.792339708240757,-3.461620760772683,13.79085976490679,0.0,3.460877924122161,1.0,1.0,0.0,0.0,790.3779718404403,0.0 
 01/15  16:30:00,17.0,5.071965,247.5,17.0,5.071965,17.000000000000004,-2.924807931206974,0.5368128295657091,-6.385685855329135,0.0,13.792339708240757,-3.461620760772683,13.79085976490679,0.0,3.460877924122161,1.0,1.0,0.0,0.0,790.5051669947572,0.0 
 01/15  16:45:00,17.0,5.071965,247.5,17.0,5.071965,17.0,-2.924807931206974,0.5368128295657091,-6.385685855329135,0.0,13.792339708240757,-3.461620760772683,13.79085976490679,0.0,3.460877924122161,1.0,1.0,0.0,0.0,790.6313818340424,0.0 
 01/15  17:00:00,17.0,5.071965,247.5,17.0,5.071965,17.000000000000004,-2.924807931206974,0.5368128295657091,-6.385685855329135,0.0,13.792339708240757,-3.461620760772683,13.79085976490679,0.0,3.460877924122161,1.0,1.0,0.0,0.0,790.7566238609143,0.0 
 01/15  17:15:00,17.0,5.071965,247.5,17.0,5.071965,17.000000000000004,-2.924807931206974,0.5368128295657091,-6.385685855329135,0.0,13.792339708240757,-3.461620760772683,13.79085976490679,0.0,3.460877924122161,1.0,1.0,0.0,0.0,790.8809005197835,0.0 
 01/15  17:30:00,17.0,5.071965,247.5,17.0,5.071965,17.0,-2.924807931206974,0.5368128295657091,-6.385685855329135,0.0,13.792339708240757,-3.461620760772683,13.79085976490679,0.0,3.460877924122161,1.0,1.0,0.0,0.0,791.0042192006948,0.0 
 01/15  17:45:00,17.0,5.071965,247.5,17.0,5.071965,17.000000000000004,-2.924807931206974,0.5368128295657091,-6.385685855329135,0.0,13.792339708240757,-3.461620760772683,13.79085976490679,0.0,3.460877924122161,1.0,1.0,0.0,0.0,791.1265872368822,0.0 
 01/15  18:00:00,17.0,5.071965,247.5,17.0,5.071965,16.999999999999996,-2.924807931206974,0.5368128295657091,-6.385685855329135,0.0,13.792339708240757,-3.461620760772683,13.79085976490679,0.0,3.460877924122161,1.0,1.0,0.0,0.0,791.2480119053505,0.0 
 01/15  18:15:00,17.0,5.071965,247.5,17.0,5.071965,17.0,-2.924807931206974,0.5368128295657091,-6.385685855329135,0.0,13.792339708240757,-3.461620760772683,13.79085976490679,0.0,3.460877924122161,1.0,1.0,0.0,0.0,791.3685004313013,0.0 
 01/15  18:30:00,17.0,5.071965,247.5,17.0,5.071965,17.0,-2.924807931206974,0.5368128295657091,-6.385685855329135,0.0,13.792339708240757,-3.461620760772683,13.79085976490679,0.0,3.460877924122161,1.0,1.0,0.0,0.0,791.488059981144,0.0 
 01/15  18:45:00,17.0,5.071965,247.5,17.0,5.071965,17.0,-2.924807931206974,0.5368128295657091,-6.385685855329135,0.0,13.792339708240757,-3.461620760772683,13.79085976490679,0.0,3.460877924122161,1.0,1.0,0.0,0.0,791.6066976709991,0.0 
 01/15  19:00:00,17.0,5.071965,247.5,17.0,5.071965,17.000000000000004,-2.924807931206974,0.5368128295657091,-6.385685855329135,0.0,13.792339708240757,-3.461620760772683,13.79085976490679,0.0,3.460877924122161,1.0,1.0,0.0,0.0,791.724420561106,0.0 
 01/15  19:15:00,17.0,5.071965,247.5,17.0,5.071965,17.0,-2.924807931206974,0.5368128295657091,-6.385685855329135,0.0,13.792339708240757,-3.461620760772683,13.79085976490679,0.0,3.460877924122161,1.0,1.0,0.0,0.0,791.8412356585031,0.0 
 01/15  19:30:00,17.0,5.071965,247.5,17.0,5.071965,17.0,-2.924807931206974,0.5368128295657091,-6.385685855329135,0.0,13.792339708240757,-3.461620760772683,13.79085976490679,0.0,3.460877924122161,1.0,1.0,0.0,0.0,791.9571499185404,0.0 
 01/15  19:45:00,17.0,5.071965,247.5,17.0,5.071965,17.000000000000004,-2.924807931206974,0.5368128295657091,-6.385685855329135,0.0,13.792339708240757,-3.461620760772683,13.79085976490679,0.0,3.460877924122161,1.0,1.0,0.0,0.0,792.0721702420853,0.0 
 01/15  20:00:00,17.0,5.071965,247.5,17.0,5.071965,17.0,-2.924807931206974,0.5368128295657091,-6.385685855329135,0.0,13.792339708240757,-3.461620760772683,13.79085976490679,0.0,3.460877924122161,1.0,1.0,0.0,0.0,792.186303479597,0.0 
 01/15  20:15:00,17.0,5.071965,247.5,17.0,5.071965,16.999999999999996,-2.924807931206974,0.5368128295657091,-6.385685855329135,0.0,13.792339708240757,-3.461620760772683,13.79085976490679,0.0,3.460877924122161,1.0,1.0,0.0,0.0,792.2995564290322,0.0 
 01/15  20:30:00,17.0,5.071965,247.5,17.0,5.071965,16.999999999999996,-2.924807931206974,0.5368128295657091,-6.385685855329135,0.0,13.792339708240757,-3.461620760772683,13.79085976490679,0.0,3.460877924122161,1.0,1.0,0.0,0.0,792.4119358365426,0.0 
 01/15  20:45:00,17.0,5.071965,247.5,17.0,5.071965,17.000000000000004,-2.924807931206974,0.5368128295657091,-6.385685855329135,0.0,13.792339708240757,-3.461620760772683,13.79085976490679,0.0,3.460877924122161,1.0,1.0,0.0,0.0,792.5234483981042,0.0 
 01/15  21:00:00,17.0,5.071965,247.5,17.0,5.071965,17.0,-2.924807931206974,0.5368128295657091,-6.385685855329135,0.0,13.792339708240757,-3.461620760772683,13.79085976490679,0.0,3.460877924122161,1.0,1.0,0.0,0.0,792.6341007576558,0.0 
 01/15  21:15:00,17.0,5.071965,247.5,17.0,5.071965,17.0,-2.924807931206974,0.5368128295657091,-6.385685855329135,0.0,13.792339708240757,-3.461620760772683,13.79085976490679,0.0,3.460877924122161,1.0,1.0,0.0,0.0,792.74389951129,0.0 
 01/15  21:30:00,17.0,5.071965,247.5,17.0,5.071965,16.999999999999996,-2.924807931206974,0.5368128295657091,-6.385685855329135,0.0,13.792339708240757,-3.461620760772683,13.79085976490679,0.0,3.460877924122161,1.0,1.0,0.0,0.0,792.852851202246,0.0 
 01/15  21:45:00,17.0,5.071965,247.5,17.0,5.071965,17.000000000000004,-2.924807931206974,0.5368128295657091,-6.385685855329135,0.0,13.792339708240757,-3.461620760772683,13.79085976490679,0.0,3.460877924122161,1.0,1.0,0.0,0.0,792.9609623267318,0.0 
 01/15  22:00:00,17.0,5.071965,247.5,17.0,5.071965,17.0,-2.924807931206974,0.5368128295657091,-6.385685855329135,0.0,13.792339708240757,-3.461620760772683,13.79085976490679,0.0,3.460877924122161,1.0,1.0,0.0,0.0,793.0682393293829,0.0 
 01/15  22:15:00,17.0,5.071965,247.5,17.0,5.071965,17.0,-2.924807931206974,0.5368128295657091,-6.385685855329135,0.0,13.792339708240757,-3.461620760772683,13.79085976490679,0.0,3.460877924122161,1.0,1.0,0.0,0.0,793.1746886087351,0.0 
 01/15  22:30:00,17.0,5.071965,247.5,17.0,5.071965,17.0,-2.924807931206974,0.5368128295657091,-6.385685855329135,0.0,13.792339708240757,-3.461620760772683,13.79085976490679,0.0,3.460877924122161,1.0,1.0,0.0,0.0,793.2803165124496,0.0 
 01/15  22:45:00,17.0,5.071965,247.5,17.0,5.071965,17.0,-2.924807931206974,0.5368128295657091,-6.385685855329135,0.0,13.792339708240757,-3.461620760772683,13.79085976490679,0.0,3.460877924122161,1.0,1.0,0.0,0.0,793.3851293415065,0.0 
 01/15  23:00:00,17.0,5.071965,247.5,17.0,5.071965,17.0,-2.924807931206974,0.5368128295657091,-6.385685855329135,0.0,13.792339708240757,-3.461620760772683,13.79085976490679,0.0,3.460877924122161,1.0,1.0,0.0,0.0,793.4891333486887,0.0 
