Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),Environment:Site Wind Speed [m/s](TimeStep),Environment:Site Wind Direction [deg](TimeStep),ZONE_SUED:Zone Outdoor Air Drybulb Temperature [C](TimeStep),ZONE_SUED:Zone Outdoor Air Wind Speed [m/s](TimeStep),ZONE_NORD:Zone Outdoor Air Drybulb Temperature [C](TimeStep),ZONE_NORD:Zone Outdoor Air Wind Speed [m/s](TimeStep),ZONE_SUED:Zone Mean Air Temperature [C](TimeStep),ZONE_NORD:Zone Mean Air Temperature [C](TimeStep),ZONE_SUED:Zone Ventilation Sensible Heat Loss Energy [J](TimeStep),ZONE_SUED:Zone Ventilation Current Density Volume Flow Rate [m3/s](TimeStep),ZONE_SUED:Zone Ventilation Standard Density Volume Flow Rate [m3/s](TimeStep),ZONE_SUED:Zone Ventilation Mass Flow Rate [kg/s](TimeStep),ZONE_SUED:Zone Ventilation Current Density Air Change Rate [ach](TimeStep),ZONE_NORD:Zone Mixing Current Density Volume Flow Rate [m3/s](TimeStep),ZONE_NORD:Zone Mixing Standard Density Volume Flow Rate [m3/s](TimeStep),ZONE_NORD:Zone Mixing Mass Flow Rate [kg/s](TimeStep),ZONE_NORD:Zone Mixing Sensible Heat Loss Energy [J](TimeStep),ZONE_NORD:Zone Mixing Sensible Heat Gain Energy [J](TimeStep),ZONE_SUED:Zone Mixing Current Density Volume Flow Rate [m3/s](TimeStep),ZONE_SUED:Zone Mixing Standard Density Volume Flow Rate [m3/s](TimeStep),ZONE_SUED:Zone Mixing Mass Flow Rate [kg/s](TimeStep),ZONE_SUED:Zone Mixing Sensible Heat Loss Energy [J](TimeStep),ZONE_SUED:Zone Mixing Sensible Heat Gain Energy [J](TimeStep),IDEALLOADS_NORD:Zone Ideal Loads Supply Air Total Heating Rate [W](TimeStep),IDEALLOADS_NORD:Zone Ideal Loads Supply Air Total Cooling Rate [W](TimeStep),IDEALLOADS_SUED:Zone Ideal Loads Supply Air Total Heating Rate [W](TimeStep),IDEALLOADS_SUED:Zone Ideal Loads Supply Air Total Cooling Rate [W](TimeStep) 
 01/15  00:15:00,17.0,5.071965,157.5,17.0,5.071965,17.0,5.071965,17.0,16.999999999999996,0.0,14.359888718526072,14.386845048161518,16.26676374545436,9.573259145684048,14.359888,14.38684432828663,16.266762931513938,0.0,5.2881514320582595e-8,14.359888,14.38684432828663,16.266762931513938,5.2881514320582595e-8,0.0,410.5325700319954,0.0,389.99174040823726,0.0 
 01/15  00:30:00,17.0,5.071965,157.5,17.0,5.071965,17.0,5.071965,17.0,17.000000000000004,0.0,14.359888718526072,14.386845048161518,16.26676374545436,9.573259145684048,14.359888,14.38684432828663,16.266762931513938,5.2881514320582595e-8,0.0,14.359888,14.38684432828663,16.266762931513938,0.0,5.2881514320582595e-8,410.6354479489384,0.0,390.0946257895557,0.0 
 01/15  00:45:00,17.0,5.071965,157.5,17.0,5.071965,17.0,5.071965,17.0,17.0,0.0,14.359888718526072,14.386845048161518,16.26676374545436,9.573259145684048,14.359888,14.38684432828663,16.266762931513938,0.0,0.0,14.359888,14.38684432828663,16.266762931513938,0.0,0.0,410.7375245461589,0.0,390.1967127416282,0.0 
 01/15  01:00:00,17.0,5.071965,157.5,17.0,5.071965,17.0,5.071965,17.000000000000004,17.0,5.288151696661623e-8,14.359888718526072,14.386845048161518,16.26676374545436,9.573259145684048,14.359888,14.38684432828663,16.266762931513938,0.0,5.2881514320582595e-8,14.359888,14.38684432828663,16.266762931513938,5.2881514320582595e-8,0.0,410.8388059989666,0.0,390.2980073881336,0.0 
 01/15  01:15:00,17.0,5.071965,157.5,17.0,5.071965,17.0,5.071965,17.000000000000004,17.0,5.2881516966616246e-8,14.359888718526076,14.38684504816152,16.266763745454362,9.57325914568405,14.359888,14.38684432828663,16.266762931513938,0.0,5.2881514320582595e-8,14.359888,14.38684432828663,16.266762931513938,5.2881514320582595e-8,0.0,410.93929843441583,0.0,390.3985158076976,0.0 
 01/15  01:30:00,17.0,5.071965,157.5,17.0,5.071965,17.0,5.071965,16.999999999999996,17.0,0.0,14.359888718526076,14.38684504816152,16.266763745454362,9.57325914568405,14.359888,14.38684432828663,16.266762931513938,5.2881514320582595e-8,0.0,14.359888,14.38684432828663,16.266762931513938,0.0,5.2881514320582595e-8,411.0390079344507,0.0,390.49824403296225,0.0 
 01/15  01:45:00,17.0,5.071965,157.5,17.0,5.071965,17.0,5.071965,16.999999999999996,17.0,0.0,14.359888718526076,14.38684504816152,16.266763745454362,9.57325914568405,14.359888,14.38684432828663,16.266762931513938,5.2881514320582595e-8,0.0,14.359888,14.38684432828663,16.266762931513938,0.0,5.2881514320582595e-8,411.13794053514727,0.0,390.5971980514006,0.0 
 01/15  02:00:00,17.0,5.071965,157.5,17.0,5.071965,17.0,5.071965,17.000000000000004,17.0,5.2881516966616246e-8,14.359888718526076,14.38684504816152,16.266763745454362,9.57325914568405,14.359888,14.38684432828663,16.266762931513938,0.0,5.2881514320582595e-8,14.359888,14.38684432828663,16.266762931513938,5.2881514320582595e-8,0.0,411.23610222659784,0.0,390.69538380566524,0.0 
 01/15  02:15:00,17.0,5.071965,157.5,17.0,5.071965,17.0,5.071965,17.0,17.0,0.0,14.359888718526076,14.38684504816152,16.266763745454362,9.57325914568405,14.359888,14.38684432828663,16.266762931513938,0.0,0.0,14.359888,14.38684432828663,16.266762931513938,0.0,0.0,411.3334989540162,0.0,390.792807193473,0.0 
 01/15  02:30:00,17.0,5.071965,157.5,17.0,5.071965,17.0,5.071965,17.0,17.0,0.0,14.359888718526072,14.386845048161518,16.26676374545436,9.573259145684048,14.359888,14.38684432828663,16.266762931513938,0.0,0.0,14.359888,14.38684432828663,16.266762931513938,0.0,0.0,411.4301366179717,0.0,390.8894740695833,0.0 
